Date,NAAIM,NAAIM_MA20,SP500_Price_x,SP500_Price_y,SP500_Price
2006-07-05,19.44,,1270.9100341796875,1270.9100341796875,1270.9100341796875
2006-07-05,19.444444444444443,,1270.9100341796875,1270.9100341796875,1270.9100341796875
2006-07-12,31.2,,1258.5999755859375,1258.5999755859375,1258.5999755859375
2006-07-12,31.2,,1258.5999755859375,1258.5999755859375,1258.5999755859375
2006-07-19,18.76,,1259.81005859375,1259.81005859375,1259.81005859375
2006-07-26,17.375,,1268.4000244140625,1268.4000244140625,1268.4000244140625
2006-08-02,44.23333333333333,,1277.4100341796875,1277.4100341796875,1277.4100341796875
2006-08-09,45.01875,,1265.949951171875,1265.949951171875,1265.949951171875
2006-08-16,38.6,,1295.4300537109375,1295.4300537109375,1295.4300537109375
2006-08-23,42.095238095238095,,1292.989990234375,1292.989990234375,1292.989990234375
2006-08-30,42.095238095238095,,1305.3699951171875,1305.3699951171875,1305.3699951171875
2006-09-06,49.38095238095238,,1300.260009765625,1300.260009765625,1300.260009765625
2006-09-13,45.8,,1318.0699462890625,1318.0699462890625,1318.0699462890625
2006-09-20,78.0,,1325.1800537109375,1325.1800537109375,1325.1800537109375
2006-09-27,49.90476190476191,,1336.5899658203125,1336.5899658203125,1336.5899658203125
2006-10-04,69.7,,1350.199951171875,1350.199951171875,1350.199951171875
2006-10-11,60.09090909090909,,1349.949951171875,1349.949951171875,1349.949951171875
2006-10-18,84.4090909090909,,1365.800048828125,1365.800048828125,1365.800048828125
2006-10-25,80.16,,1382.219970703125,1382.219970703125,1382.219970703125
2006-11-01,80.95833333333333,47.393302579365084,1367.81005859375,1367.81005859375,1367.81005859375
2006-11-08,73.95652173913044,50.1191286663216,1385.719970703125,1385.719970703125,1385.719970703125
2006-11-15,68.0952380952381,52.55166834886129,1396.5699462890625,1396.5699462890625,1396.5699462890625
2006-11-22,92.42857142857144,55.613096920289856,1406.0899658203125,1406.0899658203125,1406.0899658203125
2006-11-29,86.66821428571428,58.38650763457557,1399.47998046875,1399.47998046875,1399.47998046875
2006-12-06,74.73076923076923,61.18504609611402,1412.9000244140625,1412.9000244140625,1412.9000244140625
2006-12-13,93.0,64.96629609611402,1413.2099609375,1413.2099609375,1413.2099609375
2006-12-20,92.9090909090909,67.4000839749019,1423.530029296875,1423.530029296875,1423.530029296875
2006-12-27,85.17391304347827,69.40784212707582,1426.8399658203125,1426.8399658203125,1426.8399658203125
2007-01-03,100.04761904761904,72.48022307945678,1416.5999755859375,1416.5999755859375,1416.5999755859375
2007-01-10,58.88461538461539,73.31969194392565,1414.8499755859375,1414.8499755859375,1414.8499755859375
2007-01-17,84.89473684210526,75.45966688126899,1430.6199951171875,1430.6199951171875,1430.6199951171875
2007-01-24,72.5909090909091,76.62016471676682,1440.1300048828125,1440.1300048828125,1440.1300048828125
2007-01-31,80.75,78.36766471676682,1438.239990234375,1438.239990234375,1438.239990234375
2007-02-07,82.0,78.56766471676683,1450.02001953125,1450.02001953125,1450.02001953125
2007-02-14,79.0909090909091,80.0269720760742,1455.300048828125,1455.300048828125,1455.300048828125
2007-02-21,73.68181818181819,80.2260629851651,1457.6300048828125,1457.6300048828125,1457.6300048828125
2007-02-28,89.33333333333333,81.68818419728632,1406.8199462890625,1406.8199462890625,1406.8199462890625
2007-03-07,52.4,80.08772965183176,1391.969970703125,1391.969970703125,1391.969970703125
2007-03-14,38.05263157894737,77.98236123077913,1387.1700439453125,1387.1700439453125,1387.1700439453125
2007-03-21,47.69565217391305,76.31922717280813,1435.0400390625,1435.0400390625,1435.0400390625
